log_id,timestamp,cmdb_id,log_name,value
kiGHq38B8vQa58bZT80i,1647850244,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
lCGHq38B8vQa58bZT80i,1647850243,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
liGHq38B8vQa58bZT80i,1647850243,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
mSGHq38B8vQa58bZT80i,1647850243,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
miGHq38B8vQa58bZT802,1647850243,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
myGHq38B8vQa58bZT802,1647850243,cartservice-1,log_cartservice-service_application,     Request finished in 0.6077ms 200 application/grpc
nSGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
nyGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
oSGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
pCGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,     Request finished in 0.5592ms 200 application/grpc
qyGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
rCGHq38B8vQa58bZT802,1647850244,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
riGHq38B8vQa58bZT802,1647850243,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
sCGHq38B8vQa58bZT802,1647850243,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
sSGHq38B8vQa58bZT802,1647850243,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
tiGHq38B8vQa58bZT802,1647850244,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
tyGHq38B8vQa58bZT802,1647850244,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
uyGHq38B8vQa58bZT802,1647850244,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
vCGHq38B8vQa58bZT802,1647850244,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
vSGHq38B8vQa58bZT802,1647850244,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wCGHq38B8vQa58bZT802,1647850243,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
wSGHq38B8vQa58bZT802,1647850243,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
wyGHq38B8vQa58bZT802,1647850243,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
xCGHq38B8vQa58bZT802,1647850243,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
xSGHq38B8vQa58bZT802,1647850243,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
xyGHq38B8vQa58bZT802,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
yCGHq38B8vQa58bZT802,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ySGHq38B8vQa58bZT802,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
yyGHq38B8vQa58bZT802,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ziGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
0CGHq38B8vQa58bZT81F,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
0SGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
0yGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
1SGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=aee172db-8ead-4df0-bbe6-ddfdf32a7725
1iGHq38B8vQa58bZT81F,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
1yGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
2CGHq38B8vQa58bZT81F,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
2SGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
2yGHq38B8vQa58bZT81F,1647850244,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
3SGHq38B8vQa58bZT81F,1647850244,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
4CGHq38B8vQa58bZT81F,1647850244,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
5SGHq38B8vQa58bZT81F,1647850244,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
6CGHq38B8vQa58bZT81F,1647850244,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
6SGHq38B8vQa58bZT81F,1647850244,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
8SGHq38B8vQa58bZT81F,1647850244,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
9iGHq38B8vQa58bZT81F,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
-SGHq38B8vQa58bZT81F,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
-yGHq38B8vQa58bZT81F,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
_iGHq38B8vQa58bZT81V,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
ASGHq38B8vQa58bZT85V,1647850244,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
AyGHq38B8vQa58bZT85V,1647850244,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
BCGHq38B8vQa58bZT85V,1647850244,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
BiGHq38B8vQa58bZT85V,1647850244,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
CiGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
CyGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
DCGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
DyGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
ECGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
ESGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
EiGHq38B8vQa58bZT85V,1647850245,cartservice-0,log_cartservice-service_application,     Request finished in 0.563ms 200 application/grpc
EyGHq38B8vQa58bZT85V,1647850244,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['2ZYFJ3GM2N', '6E92ZMYYFZ', 'LS4PSXUNUM', 'L9ECAV7KIM', '66VCHSJNUP']"
FyGHq38B8vQa58bZT85V,1647850244,shippingservice-2,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
GCGHq38B8vQa58bZT85V,1647850244,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
GSGHq38B8vQa58bZT85V,1647850244,frontend-1,log_frontend-service_application,"severity: debug, message: view user cart"
GiGHq38B8vQa58bZT85V,1647850244,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
GyGHq38B8vQa58bZT85V,1647850245,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
HiGHq38B8vQa58bZT85V,1647850245,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
HyGHq38B8vQa58bZT85V,1647850245,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=81f751e3-7bc1-4e0d-a189-340867ef422e
ISGHq38B8vQa58bZT85V,1647850245,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
IyGHq38B8vQa58bZT85V,1647850245,cartservice-1,log_cartservice-service_application,     Request finished in 0.5917ms 200 application/grpc
JCGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,"ar 21, 2022 8:10:44 AM io.grpc.internal.SerializingExecutor run"
JyGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,at hipstershop.AdService.getRandomAds(AdService.java:193)
KSGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,at hipstershop.AdService$AdServiceImpl.getAds(AdService.java:166)
KiGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,at hipstershop.AdServiceGrpc$MethodHandlers.invoke(AdServiceGrpc.java:217)
LSGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,at io.grpc.ForwardingServerCallListener.onHalfClose(ForwardingServerCallListener.java:23)
LyGHq38B8vQa58bZT85V,1647850244,adservice-0,log_adservice-service_application,at io.grpc.Contexts$ContextualizedServerCallListener.onHalfClose(Contexts.java:86)
MSGHq38B8vQa58bZT85j,1647850244,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed.runInContext(ServerImpl.java:817)
MyGHq38B8vQa58bZT85j,1647850244,adservice-0,log_adservice-service_application,at io.grpc.internal.SerializingExecutor.run(SerializingExecutor.java:123)
NiGHq38B8vQa58bZT85j,1647850244,adservice-0,log_adservice-service_application,at java.lang.Thread.run(Thread.java:748)
OyGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
PyGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
QCGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
QiGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
QyGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
RCGHq38B8vQa58bZT85j,1647850245,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
iyGHq38B8vQa58bZVs7Z,1647850244,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
jCGHq38B8vQa58bZVs7Z,1647850244,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
jSGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
kSGHq38B8vQa58bZVs7Z,1647850244,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
kiGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
kyGHq38B8vQa58bZVs7Z,1647850244,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=325bcdb9-1654-49bb-8e8f-452d6df5d348
lCGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
lSGHq38B8vQa58bZVs7Z,1647850244,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
liGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
lyGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
mCGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
mSGHq38B8vQa58bZVs7Z,1647850244,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
miGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
nCGHq38B8vQa58bZVs7Z,1647850245,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
niGHq38B8vQa58bZVs7Z,1647850245,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
nyGHq38B8vQa58bZVs7Z,1647850245,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
oCGHq38B8vQa58bZVs7Z,1647850245,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
oiGHq38B8vQa58bZVs7Z,1647850245,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=2c24c8a6-ac36-48b0-99ae-3a3319f11639
pSGHq38B8vQa58bZVs7Z,1647850245,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
qiGHq38B8vQa58bZVs7Z,1647850245,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
qyGHq38B8vQa58bZVs7Z,1647850245,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
rCGHq38B8vQa58bZVs7Z,1647850245,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
rSGHq38B8vQa58bZVs7Z,1647850245,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ryGHq38B8vQa58bZVs7Z,1647850245,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
sCGHq38B8vQa58bZVs7Z,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
sSGHq38B8vQa58bZVs7Z,1647850245,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
syGHq38B8vQa58bZVs7Z,1647850246,frontend-0,log_frontend-service_application,"severity: warning, message: failed to retrieve ads"
tiGHq38B8vQa58bZVs7Z,1647850244,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
uiGHq38B8vQa58bZVs7Z,1647850245,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
vCGHq38B8vQa58bZVs7p,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
viGHq38B8vQa58bZVs7p,1647850245,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
vyGHq38B8vQa58bZVs7p,1647850245,cartservice-0,log_cartservice-service_application,     Request finished in 0.5634ms 200 application/grpc
wSGHq38B8vQa58bZVs7p,1647850245,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', 'L9ECAV7KIM', '2ZYFJ3GM2N', 'OLJCESPC7Z', '66VCHSJNUP']"
wiGHq38B8vQa58bZVs7p,1647850244,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['L9ECAV7KIM', '2ZYFJ3GM2N', '6E92ZMYYFZ', '0PUK6V6EV0', 'OLJCESPC7Z']"
xCGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,"ar 21, 2022 8:10:45 AM io.grpc.internal.SerializingExecutor run"
xSGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,EVERE: Exception while executing runnable io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed@379b984c
ySGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at hipstershop.AdService$AdServiceImpl.getAds(AdService.java:161)
yiGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at hipstershop.AdServiceGrpc$MethodHandlers.invoke(AdServiceGrpc.java:217)
zCGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at io.grpc.PartialForwardingServerCallListener.onHalfClose(PartialForwardingServerCallListener.java:35)
0SGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener$1HalfClosed.runInContext(ServerImpl.java:817)
0iGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at io.grpc.internal.ContextRunnable.run(ContextRunnable.java:37)
1CGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
1SGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
1yGHq38B8vQa58bZVs7p,1647850245,adservice-0,log_adservice-service_application,
DSGHq38B8vQa58bZWs_s,1647850247,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
EiGHq38B8vQa58bZWs_s,1647850244,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
GiGHq38B8vQa58bZWs_s,1647850246,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=0d4a1671-2c30-4a83-a4f7-1f66bb95fd59
GyGHq38B8vQa58bZWs_s,1647850246,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
HCGHq38B8vQa58bZWs_s,1647850246,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
HiGHq38B8vQa58bZWs_s,1647850246,cartservice-0,log_cartservice-service_application,     Request finished in 0.6142ms 200 application/grpc
ISGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,ARNING: Failed to export spans
IyGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okio.Okio$4.newTimeoutException(Okio.java:232)
JCGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okio.AsyncTimeout.exit(AsyncTimeout.java:286)
JiGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okio.RealBufferedSource.indexOf(RealBufferedSource.java:358)
KCGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http1.Http1ExchangeCodec.readHeaderLine(Http1ExchangeCodec.java:242)
KiGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.connection.Exchange.readResponseHeaders(Exchange.java:115)
LCGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:142)
LSGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.connection.ConnectInterceptor.intercept(ConnectInterceptor.java:43)
MSGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:142)
MiGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:117)
NCGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:142)
NSGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RetryAndFollowUpInterceptor.intercept(RetryAndFollowUpInterceptor.java:88)
NyGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.internal.http.RealInterceptorChain.proceed(RealInterceptorChain.java:117)
OCGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at okhttp3.RealCall.getResponseWithInterceptorChain(RealCall.java:229)
OiGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at zipkin2.reporter.okhttp3.HttpCall.execute(HttpCall.java:34)
OyGHq38B8vQa58bZWs_s,1647850247,adservice-0,log_adservice-service_application,at zipkin2.reporter.okhttp3.HttpCall.execute(HttpCall.java:25)
PSGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at io.opentelemetry.sdk.trace.export.SimpleSpanProcessor.onEnd(SimpleSpanProcessor.java:80)
PiGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at io.opentelemetry.sdk.trace.MultiSpanProcessor.onEnd(MultiSpanProcessor.java:59)
QCGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at io.opentelemetry.sdk.trace.RecordEventsReadableSpan.end(RecordEventsReadableSpan.java:465)
RiGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$ServerTransportListenerImpl$1StreamCreated.runInternal(ServerImpl.java:556)
RyGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at io.grpc.internal.ServerImpl$ServerTransportListenerImpl$1StreamCreated.runInContext(ServerImpl.java:531)
TSGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,aused by: java.net.SocketException: Socket closed
UCGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at okio.Okio$2.read(Okio.java:140)
USGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,at okio.AsyncTimeout$2.read(AsyncTimeout.java:237)
UiGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,... 39 more
UyGHq38B8vQa58bZW88H,1647850247,adservice-0,log_adservice-service_application,
viGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
vyGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
wCGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wSGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
wiGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
wyGHq38B8vQa58bZXtDy,1647850247,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
xSGHq38B8vQa58bZXtDy,1647850248,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
xiGHq38B8vQa58bZXtDy,1647850248,frontend-2,log_frontend-service_application,"severity: debug, message: view user cart"
yCGHq38B8vQa58bZXtDy,1647850248,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
ySGHq38B8vQa58bZXtDy,1647850248,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
zCGHq38B8vQa58bZXtDy,1647850246,checkoutservice-1,log_checkoutservice-service_application,"severity: info, message: payment went through (transaction_id: b8ef66f2-88b7-4611-ae14-125ce5481b61)"
1CGHq38B8vQa58bZXtDy,1647850246,frontend-1,log_frontend-service_application,"severity: debug, message: placing order"
1iGHq38B8vQa58bZXtDy,1647850246,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
2iGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
2yGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
3CGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
3SGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
3iGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=dfc91cde-0f42-407a-8911-798703acb91f
3yGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
4iGHq38B8vQa58bZXtDy,1647850247,cartservice-1,log_cartservice-service_application,     Request finished in 0.6602ms 200 application/grpc
4yGHq38B8vQa58bZXtDy,1647850248,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
5CGHq38B8vQa58bZXtDy,1647850248,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
5iGHq38B8vQa58bZXtDy,1647850248,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
6CGHq38B8vQa58bZXtDy,1647850248,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
6iGHq38B8vQa58bZXtDy,1647850248,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
7yGHq38B8vQa58bZX9AC,1647850247,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
8CGHq38B8vQa58bZX9AC,1647850247,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
9SGHq38B8vQa58bZX9AC,1647850248,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
-SGHq38B8vQa58bZX9AC,1647850246,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
-yGHq38B8vQa58bZX9AC,1647850247,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
_CGHq38B8vQa58bZX9AC,1647850247,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
_SGHq38B8vQa58bZX9AC,1647850246,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/EmptyCart application/grpc 
_iGHq38B8vQa58bZX9AC,1647850246,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
